13328,1771851192.742919306,1771851192.741845953,-1.07336
13329,1771851192.742929840,1771851192.741846028,-1.08385
13330,1771851192.742936316,1771851192.741846106,-1.09029
13331,1771851192.742946844,1771851192.741846182,-1.10078
13332,1771851192.742952534,1771851192.741970533,-0.982046
13333,1771851192.742963403,1771851192.741970726,-0.992537
13334,1771851192.742969130,1771851192.741970803,-0.998259
13335,1771851192.742989468,1771851192.741970882,-1.01876
13336,1771851192.742996019,1771851192.741970956,-1.02496
13337,1771851192.743001791,1771851192.741971034,-1.03068
13338,1771851192.743014650,1771851192.741971132,-1.04356
13339,1771851192.743020155,1771851192.741971207,-1.0488
13340,1771851192.743025508,1771851192.742003277,-1.02234
13341,1771851192.775041419,1771851192.751959136,-23.0823
13342,1771851192.775128182,1771851192.751959330,-23.1688
13343,1771851192.775141970,1771851192.751959381,-23.1826
13344,1771851192.775166885,1771851192.751959429,-23.2077
13345,1771851192.775176486,1771851192.751959480,-23.217
13346,1771851192.775203121,1771851192.751959529,-23.2437
13347,1771851192.775212733,1771851192.751959579,-23.2532
13348,1771851192.775221946,1771851192.751959628,-23.2625
13349,1771851192.775247916,1771851192.752029191,-23.2186
13350,1771851192.775257851,1771851192.752029280,-23.2286
13351,1771851192.775266509,1771851192.752029328,-23.237
13352,1771851192.775289366,1771851192.752029378,-23.2599
13353,1771851192.775298548,1771851192.752029427,-23.2692
